Country,City,Latitude,Longitude,Coffee type,Years,Total Production,Global Price of Arabica Coffee (US cents per a lb),Global Price of Robusta Coffee (US cents per a lb),Oceanic Index,El Nino or La Nina Year,Magnitude
Paraguay,Villarrica,-25.75,-56.4333,Arabica,2002,2160000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Peru,Jaén,-5.7091,-78.8047,Arabica,2002,180000000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,2002,19200000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,2002,2220000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,2002,6600000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,2002,14340000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,2002,27300000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Haiti,Dondon,19.533,-72.2,Arabica,2002,22440000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,2002,15300000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,2002,49440000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Zambia,Chipata City,-13.6333,32.65,Arabica,2002,7140000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,2002,48060000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Central African Republic,Berbérati,4.2611,15.7922,Robusta,2002,5520000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Colombia,Armenia,4.5361,-75.6757,Arabica,2002,702720000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,2002,122580000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,2002,180600000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,2002,20280000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
El Salvador,Apaneca,13.8659,-89.8434,Arabica,2002,81660000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,2002,0.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Ethiopia,Jimma,7.6792,36.834,Arabica,2002,245640000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Gabon,Franceville,-1.6333,13.5833,Robusta,2002,60000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Ghana,Akuapim South,5.8598,-0.1867,Robusta,2002,2040000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,2002,244200000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Guinea,Siguiri,11.422,-9.168,Robusta,2002,19680000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Guyana,New Amsterdam,6.25,-57.5167,Robusta,2002,300000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,2002,149760000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,2002,275280000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,2002,2220000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,2002,56700000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,2002,24120000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Liberia,Gbarnga,7.0104,-9.49,Robusta,2002,720000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,2002,261060000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Nepal,Baglung,28.2719,83.5898,Arabica,2002,0.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,2002,70200000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Nigeria,Jos,9.9285,8.8921,Robusta,2002,3000000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Panama,Boquete,8.7783,-82.4324,Arabica,2002,8400000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,2002,2520000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,2002,2040000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,2002,43920000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Togo,Sokodé,8.9833,1.1333,Robusta,2002,4080000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,2002,1020000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,2002,173400000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,2002,89040000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Yemen,Taiz,13.5795,44.0209,Arabica,2002,3420000.0,61.46,29.99,0.6416666666666667,El Nino,Weak
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,2003,2280000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Bolivia,Coroico,-16.1889,-67.7273,Arabica,2003,6180000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,2003,1732380000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,2003,20280000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,2003,38460000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,2003,384240000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Madagascar,Antsirabe,-19.865,47.0333,Robusta,2003,26100000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,2003,2880000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,2003,69300000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Paraguay,Villarrica,-25.75,-56.4333,Arabica,2003,2820000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Peru,Jaén,-5.7091,-78.8047,Arabica,2003,161160000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,2003,15960000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,2003,2520000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,2003,5520000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,2003,13440000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,2003,21060000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Haiti,Dondon,19.533,-72.2,Arabica,2003,22440000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,2003,17580000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,2003,36720000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Zambia,Chipata City,-13.6333,32.65,Arabica,2003,6000000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,2003,54000000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Central African Republic,Berbérati,4.2611,15.7922,Robusta,2003,2580000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Colombia,Armenia,4.5361,-75.6757,Arabica,2003,663180000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,2003,113160000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,2003,178860000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,2003,27060000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
El Salvador,Apaneca,13.8659,-89.8434,Arabica,2003,82800000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,2003,0.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Ethiopia,Jimma,7.6792,36.834,Arabica,2003,263640000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Gabon,Franceville,-1.6333,13.5833,Robusta,2003,0.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Ghana,Akuapim South,5.8598,-0.1867,Robusta,2003,1080000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Guatemala,Antigua Guatemala,14.5586,-90.7295,Arabica/Robusta,2003,216600000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Guinea,Siguiri,11.422,-9.168,Robusta,2003,21960000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Guyana,New Amsterdam,6.25,-57.5167,Robusta,2003,300000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Honduras,Santa Rosa de Copán,14.7667,-88.7833,Arabica,2003,178080000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
India,Chikmagalur Town,13.3167,75.7833,Arabica/Robusta,2003,282480000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Jamaica,Blue Mountain Peak,18.0442,-76.5796,Arabica,2003,2220000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Kenya,Nyeri Town,-0.4201,36.9476,Arabica,2003,40380000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Lao People's Democratic Republic,Paksong,15.1333,106.3833,Robusta,2003,21660000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Liberia,Gbarnga,7.0104,-9.49,Robusta,2003,300000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Mexico,Coatepec,19.4533,-96.9614,Arabica/Robusta,2003,252060000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Nepal,Baglung,28.2719,83.5898,Arabica,2003,60000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Nicaragua,Matagalpa City,12.9171,-85.9167,Arabica,2003,90540000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Nigeria,Jos,9.9285,8.8921,Robusta,2003,2760000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Panama,Boquete,8.7783,-82.4324,Arabica,2003,10320000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Sierra Leone,Kenema City,7.8758,-11.1875,Robusta,2003,2160000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Sri Lanka,Bandarawela,6.8259,80.9982,Arabica/Robusta,2003,2220000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Thailand,Chiang Mai City,18.7883,98.9853,Arabica/Robusta,2003,49620000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Togo,Sokodé,8.9833,1.1333,Robusta,2003,8640000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Trinidad & Tobago,Scarborough,11.1833,-60.7333,Robusta,2003,960000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Uganda,Mbale,1.0761,34.1756,Arabica/Robusta,2003,155940000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Venezuela,San Cristóbal,7.7669,-72.225,Arabica,2003,85260000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Yemen,Taiz,13.5795,44.0209,Arabica,2003,11580000.0,64.17,36.92,0.2749999999999999,El Nino,Neutral
Angola,Bailundo,-12.165,15.3694,Arabica/Robusta,2004,900000.0,80.48,35.97,0.525,El Nino,Weak
Bolivia,Coroico,-16.1889,-67.7273,Arabica,2004,9300000.0,80.48,35.97,0.525,El Nino,Weak
Brazil,Poços de Caldas,-21.78,-46.5692,Arabica/Robusta,2004,2356860000.0,80.48,35.97,0.525,El Nino,Weak
Burundi,Bukeye,-3.083,29.367,Arabica/Robusta,2004,26220000.0,80.48,35.97,0.525,El Nino,Weak
Ecuador,Zamora,-4.0692,-78.9567,Arabica/Robusta,2004,46800000.0,80.48,35.97,0.525,El Nino,Weak
Indonesia,Medan (Sumatra),3.5952,98.6722,Arabica/Robusta,2004,452160000.0,80.48,35.97,0.525,El Nino,Weak
Madagascar,Antsirabe,-19.865,47.0333,Robusta,2004,31320000.0,80.48,35.97,0.525,El Nino,Weak
Malawi,Thyolo Town,-16.0703,35.1471,Arabica,2004,1260000.0,80.48,35.97,0.525,El Nino,Weak
Papua New Guinea,Goroka,-6.083,145.3874,Arabica/Robusta,2004,59880000.0,80.48,35.97,0.525,El Nino,Weak
Paraguay,Villarrica,-25.75,-56.4333,Arabica,2004,2280000.0,80.48,35.97,0.525,El Nino,Weak
Peru,Jaén,-5.7091,-78.8047,Arabica,2004,205500000.0,80.48,35.97,0.525,El Nino,Weak
Rwanda,Huye (Butare),-2.6138,29.7372,Arabica,2004,27000000.0,80.48,35.97,0.525,El Nino,Weak
Timor-Leste,Ermera,-8.7543,125.3968,Arabica,2004,1020000.0,80.48,35.97,0.525,El Nino,Weak
Zimbabwe,Mutare City,-18.9707,32.6709,Arabica,2004,7200000.0,80.48,35.97,0.525,El Nino,Weak
Cuba,Santiago de Cuba,20.0169,-75.8302,Arabica,2004,10800000.0,80.48,35.97,0.525,El Nino,Weak
Dominican Republic,Constanza,18.9092,-70.7506,Arabica/Robusta,2004,29460000.0,80.48,35.97,0.525,El Nino,Weak
Haiti,Dondon,19.533,-72.2,Arabica,2004,21900000.0,80.48,35.97,0.525,El Nino,Weak
Philippines,Baguio,16.4023,120.596,Arabica/Robusta,2004,21300000.0,80.48,35.97,0.525,El Nino,Weak
Tanzania,Moshi,-3.3349,37.3404,Arabica/Robusta,2004,45780000.0,80.48,35.97,0.525,El Nino,Weak
Zambia,Chipata City,-13.6333,32.65,Arabica,2004,6600000.0,80.48,35.97,0.525,El Nino,Weak
Cameroon,Dschang,5.447,10.05,Arabica/Robusta,2004,43620000.0,80.48,35.97,0.525,El Nino,Weak
Central African Republic,Berbérati,4.2611,15.7922,Robusta,2004,1740000.0,80.48,35.97,0.525,El Nino,Weak
Colombia,Armenia,4.5361,-75.6757,Arabica,2004,685740000.0,80.48,35.97,0.525,El Nino,Weak
Costa Rica,San Marcos,9.6635,-84.0167,Arabica,2004,112560000.0,80.48,35.97,0.525,El Nino,Weak
Côte d'Ivoire,Abengourou,6.7303,-3.483,Robusta,2004,128160000.0,80.48,35.97,0.525,El Nino,Weak
Democratic Republic of Congo,Goma,-1.6792,29.2228,Arabica/Robusta,2004,21600000.0,80.48,35.97,0.525,El Nino,Weak
El Salvador,Apaneca,13.8659,-89.8434,Arabica,2004,71820000.0,80.48,35.97,0.525,El Nino,Weak
Equatorial Guinea,Bata,1.8639,9.7658,Robusta,2004,0.0,80.48,35.97,0.525,El Nino,Weak
